content,score,label,cluster,tsne_x,tsne_y,실제감성,군집명
기저귀가 젖으니 알맹이같은게 나와서 아이 엉덩이에 묻어있네요.,2,0,3,-0.06695213,-0.066587195,부정,일반감성형
잘받았습니다. 설명서가 잘되어있었으면 좋았을듯 잘쓸게요,4,1,3,-0.038848445,0.6044243,긍정,일반감성형
요추받이 너무 빡빡해서 뒤로 제치고 기대려 하면 오히려 허리에 안좋은 자세가 나옵니다. 완전 정자세로 사용할꺼 아님 비추,2,0,0,0.5266043,-0.4399583,부정,제품후기형
생각했던 그대로 좋습니다. 주말에도 배송해주셨네요.,5,1,0,1.022926,-1.0232997,긍정,제품후기형
아주 만족하며 사용합니다.,1,0,0,-0.13392162,1.8653545,부정,제품후기형
색상 굿. 디자인 굿. 배송 굿,5,1,3,0.83275014,0.16299163,긍정,일반감성형
저는 잘맞는지 어지러움없이 잘맞네여 아직효과는모르겠지만 계속써보면 느껴지겠죠~!!,5,1,3,3.0361378,-0.4555871,긍정,일반감성형
같이산떡볶이 유통기한 너무짧아 기분상함,1,0,3,-2.3776257,-1.2871921,부정,일반감성형
마음에 듭니다....,1,0,3,3.9403775,0.9357649,부정,일반감성형
코로나 초반에 가격 엄청올려서 팔더니 이제 손소독제는 여기저기서 다 파니까 가격 내렸네요 괘씸... 포장상태도 엉망에... 냄새도 별로고 괜히샀어요,1,0,3,0.031349394,0.15213875,부정,일반감성형
그냥스폰지퀄리티떨어짐,1,0,3,1.3703437,-0.47074926,부정,일반감성형
재구매 세번째 구매였어요 너무 맛잇어서 자꾸 사먹네요,5,1,3,0.048797306,1.6214813,긍정,일반감성형
퀄리티도 나쁘지 않고 긁고싶은부분 긁어낼수 잇어서 좋아요,5,1,3,2.4770937,-1.0980107,긍정,일반감성형
엄마 사드렸는데 정말 좋아하세요!,5,1,3,-2.4262667,1.3222946,긍정,일반감성형
다른 색은 괜찮은데 파란색은 너무 어둡게 나오고 세로줄이 쭉쭉.. 짜증나네요. 다시 주문을 해야하나 고민중이요,2,0,0,-0.4306186,-0.0018019399,부정,제품후기형
보플이 일어난 것 같은 재질 차 사이즈에 맞지 않아 들떠 있음,2,0,3,2.5010426,-1.9431169,부정,일반감성형
줄 얼마안가 끈어져써 수선 맡겼다,2,0,3,2.7724516,-0.13979876,부정,일반감성형
배송빠르고 최저가라 만족이에요 그전엔 아이허브에서 시켯었는데 빨라서 좋네요,5,1,2,-0.1574745,3.214438,긍정,배송중심
직접 자기에는 정전기등 불편,2,0,3,2.169909,0.33354428,부정,일반감성형
문을 열고 이슬때 문을 다 열수가 없어요,2,0,3,0.2928958,-0.10491937,부정,일반감성형
맛이 심심해서 니맛도 내맛도 아닌,2,0,3,0.35838,-1.4145404,부정,일반감성형
상품평이좋아서샀는데 써보니정말별롭니다 냄새도이상하고 허옇게백탁있어요,1,0,3,2.298017,-0.07519603,부정,일반감성형
직원들이 상당히 불친절합니다,1,0,3,1.1301138,-2.7310388,부정,일반감성형
유용한 아이템이죠,5,1,3,-0.8343254,0.60365224,긍정,일반감성형
조잡하고쓰기불편해서 개선여지많음,1,0,3,1.19885,-0.40043613,부정,일반감성형
재구매 두번째구매~ 양파랑 깻잎썰어서 넣어먹으면 더 맛있어요!!,5,1,1,-2.0493395,0.3057637,긍정,식품카테고리
d아직 사용전인데 구매확정 먼저합니다ㅎㅎㅎ이틀만에 왔어요~~일단 써볼게요!,5,1,0,2.695275,-0.26530904,긍정,제품후기형
오쏘물에 들어있는 오메가3는 기관지가 좋지 않은 사람에겐 맞지 않다고 하네요. 신랑이 못먹게 되서 어떻게 해야하나 고민중입니다.,2,0,0,2.413354,-1.663599,부정,제품후기형
흠.... 좋은거 사용하다가 이거 보려니까 불편하네요...ㅠ 픽셀이....,2,0,0,0.8767733,0.34389982,부정,제품후기형
예쁜데 찔리면아퍼요,4,1,3,2.0200627,0.5545735,긍정,일반감성형
너무작아요. 구우면 손바닥보다 작아요,1,0,3,1.7092367,-1.2750083,부정,일반감성형
다른거 쓸때보다 다 좋은데ᆢ 붙이고 조금있으면 앞 부분이 뜨는게 거슬리네요ᆢ,4,1,3,0.6426021,-0.17828725,긍정,일반감성형
역시 제습기는 위닉스 뽀송이죠👍 믿고 쓰는 제품 입니다,5,1,3,-0.07828727,1.7109578,긍정,일반감성형
개별포장이.안되있어서.실망입니다,1,0,3,-0.23520984,-2.2240734,부정,일반감성형
가격대비 제품이 실용적이고 깔금합니다. 가성지 good!!!!!,5,1,3,1.9513296,1.5797977,긍정,일반감성형
좋아요 전에쓰던 안경이 자꾸 가려워 병원가보니 안경알러지라고 해서 큰맘먹구질렀네요 너무이쁘고 좋네요 가렵지도 않아요~,5,1,3,2.181713,1.1654133,긍정,일반감성형
가볍고 시원하니 좋아요 근데 색상이 엉망 무슨 변색되어서 옴 반품귀찮아 그냥 작업복으로 입음,2,0,3,0.015930882,-0.3923508,부정,일반감성형
"처음 몇주는 쳐다도 안봤는데요, 어느순간 꽃혀서 물어뜯더니 고무들이 작은 조각으로 떨어지더라구요.. 고무조각 삼킬까봐 주지도 못하고 있어요ㅠ 3kg 말티즈입니다..",1,0,3,0.8160945,-0.65752196,부정,일반감성형
양이 저렇게 많은데 유통기한이 11/2까지라니 말도안된다고 봐요,2,0,3,-2.3150105,-1.3460625,부정,일반감성형
오늘 착용후 뽕이 접히네요 골반뽕으로만 잘못샀나봐요 암튼 착용도 불편 이쁘진않네요ㅠㅠ,1,0,3,1.984766,0.4266988,부정,일반감성형
너무 얇아서 약하네요,2,0,3,1.498512,-2.054914,부정,일반감성형
별하나주기도 아까워요.오자마자 버림 냄새도심하고 미끄러워요,1,0,3,0.08150365,-2.0437727,부정,일반감성형
S에서 M으로 바꾸는데 원단문제로 배송이 지연되었는데 문자로 미리 알려주셔서 미리 배송지연을 알게되어서 좋았습니다.,5,1,3,-0.96650136,-0.55834705,긍정,일반감성형
밀폐지퍼가 아니어서 한번 뜯으면 다먹어야함... 휴대용으로 샀는데 버려지는게 많아요,2,0,1,-0.03953109,-0.23493901,부정,식품카테고리
재구매 다좋아용 맛잇어용 굿웅,5,1,3,-1.8795106,1.4859593,긍정,일반감성형
이런 업체는 처음보내요! 절대 구매 안합니다!!!,1,0,0,-0.69848853,0.64351875,부정,제품후기형
가서사는것보단 저렴한듯. 좋아요,4,1,3,0.7258864,1.4321816,긍정,일반감성형
팔뚝은 별로 조이지두 않구요.허벅지는 말서 한번하구 버렷어요.역시 후기보구 삿어야하는데 주문하고나서 후기봣더니 말린다는분이 많으시네요. 돈 버린셈이네요,1,0,0,0.30702773,-0.34365633,부정,제품후기형
리뷰 많이찾아보고 샀는데... 캔디 향이 아니라 아저씨 향수 냄새? 스킨냄새? 약간 그런....,1,0,3,0.03569771,-1.197139,부정,일반감성형
복불복이예요ㅠ 어떤것은 촉촉하고 어떤건 넘딱딱해요...재구매 안할것같아요,2,0,0,-0.9622393,0.6836092,부정,제품후기형
PVC가 유통기한이 얼마안남은건줄 몰랐네요ㅠㅠ 그래도 제품은 좋습니다~^^,1,0,3,-2.4188235,-1.295614,부정,일반감성형
색깔도 이쁘고 사이즈도 딱이네요. 가격도 저렴하고 만족합니다.,5,1,3,0.7306432,1.3515424,긍정,일반감성형
잘 닫히지 않습니다...아구가 잘 안맞아요,2,0,3,2.633081,-1.9735205,부정,일반감성형
컬러에뻐요 각질부각은좀있언ㅅ,4,1,3,2.3961327,2.981926,긍정,일반감성형
톱밥도 같이 시켯는데. 톱밥에서도 장풍이 똥이 같이 나오고 타사 톱밥하고 너무차이나네요. 폐사되서 죽었다고 연락처남기면 연락준다더니 깜깜무소식이네요 환불안받아도 되고 연락안줘도 되는데. 너무 기분나쁘네요,1,0,3,-0.14668074,-0.57527214,부정,일반감성형
"심플하고 예쁘네요. 근데 참 브랜드가 뭔지 로고하나 달았다고 가격이 ㅋㅋㅋ 딱 받았을때, 허술하다는 느낌이 들었어요",2,0,3,1.4199258,-0.053174954,부정,일반감성형
귀엽네요 배송 빨랐어요,5,1,3,-2.1072767,2.7557826,긍정,일반감성형
재구매 둘다 튼튼하고 문제없이 잘 작동하네요,5,1,0,0.67021894,0.2709346,긍정,제품후기형
아주 만족해요? 할머니 항상 구매해드립다,5,1,3,-0.40288192,1.9335371,긍정,일반감성형
저한텐 안맞네요 건조함은 계속되면서 머리카락쪽으로 살짝분사된부분은 머리가 떡져보이는~~ㅠ,1,0,3,0.6840499,-0.09791783,부정,일반감성형
이런게 있다는것에 놀랬고 상품을 받아보고 퀄리티에 또 놀랬습니다,5,1,3,-0.42153874,0.25424802,긍정,일반감성형
부실해보여 걱정이었는데 바람불어서 끄떡없네요?ㅎㅎ잘쓰고있습니다,5,1,3,0.6885204,0.32240748,긍정,일반감성형
물 위에 넣어두니 너무귀엽습니다..유니콘들이,5,1,3,2.6186106,0.55347806,긍정,일반감성형
예쁩니다 아주 딱 맞아서 두꺼운 옷 입고는 못 입지만 원래 그렇게 입으려고 산 건 아니니까요~ 날 더 풀리면 반팔에 라이더 걸쳐도 예쁠 것 같아요 맘에 듭니다,5,1,3,1.5380096,-0.13233586,긍정,일반감성형
맘에듭니다 맘에 들어서 주변 사람들에게 추천 해줬네요 재습 꼭 필요하신분은 꼭 사세요 화이팅이요 ~~~,5,1,3,0.12163495,0.81477404,긍정,일반감성형
경비실에 맡기라 했는데 현관문에 던져놓고 갔네요 ㅎㅎ,2,0,0,-0.028167816,0.15971616,부정,제품후기형
튼튼해서 좋기는 한데 너무 시끄럽네요. 1단을 해도 너무 시끄러워 사용할 수가 없군요. 차가 디젤 이신 분들이나 맞을 듯 합니다.,1,0,0,0.7135803,0.3176347,부정,제품후기형
워셔블이라길래 배송 받아서 세탁 돌렸는데 솜이 많이 뭉치고 물먹으니까 너무 빵빵하고 무거워져서 18kg 드럼인데도 탈수가 안됐어요..ㅜㅜ,2,0,1,-0.110850476,0.051669814,부정,식품카테고리
충전도 잘 않되고 인식도 잘 않되서 차라리 일반 거치대쓰는편이 더 좋을듯,1,0,3,0.3485573,0.34581417,부정,일반감성형
뒤에 고정안하면 흔들거려요ㅜㅜ 고정하기 힘들어서 아직 못했어요 ㅠ,2,0,0,0.63438547,-1.3100789,부정,제품후기형
유통기한이 한달정도로 넉넉해요ㅎ성분표시 없는 제니쿠키보다 훨씬 맛있네요ㅎ,5,1,3,-2.4731085,-1.2510169,긍정,일반감성형
가격대로 임다.질이 별루임다,2,0,3,0.85271895,1.8557104,부정,일반감성형
이거먹으니 고양이 똥냄새가 너무 심해지네요ㅠ.ㅠ 바꿔야할것같아요..,2,0,1,-0.56687963,-1.2908325,부정,식품카테고리
다른 리뷰들 보고 구매했는데.. 똑같네요...,5,1,0,-0.5429503,0.70092416,긍정,제품후기형
디자인도 맘에 들고 꼼꼼하고 예쁜 포장은 더 맘에 들고~ 만족합니다!,4,1,3,2.6021929,1.176138,긍정,일반감성형
가격넘비싸네요ㅠ 건선가려움에 크림과같이썼는데가려움더심해져사용중단했어요.개봉해서반품도 못하고ㅠ 걍 살짝가려우신분들은 써보시고 뭘써도 지금까지안나았다하신분들은 새로운기대갖지마시길요,2,0,0,0.38762507,-0.31367716,부정,제품후기형
흡착걸이가 고정이 안됩니다ㅜㅜ 제대로 쓰질 못하고있습니다ㅠ,2,0,0,0.22008054,-1.7057322,부정,제품후기형
첫번째 배송때 이부분이 눌려서 반품 교환요청 하면서 배송시 안눌리게 각잡아서 배송요청했는데 그닥 신경안씀. 개인차라고 하면서 저만 까탈스럽게 그런다는 얘기인듯 함 암튼 저부분이 두번 모두 눌림,1,0,0,-0.04806089,-0.32171196,부정,제품후기형
디자인은 넘나 이쁜데 한쪽 관이 찌그러져 와서 속상하네요,2,0,3,-1.4181213,-1.287231,부정,일반감성형
신속배댈 굿,5,1,3,-0.020610934,1.5649389,긍정,일반감성형
싼마이 데쓰네 산마이 데쓰네,1,0,3,-1.5955858,-2.0422113,부정,일반감성형
돈아깝네요,2,0,3,-0.15104266,-2.240725,부정,일반감성형
너무가벼워요 ㅠㅠ 그냥스폰지같아요,2,0,3,1.5585281,0.11195193,부정,일반감성형
다양한 그립과 안정적인 프레임으로 되있어요~,5,1,3,0.54680485,-0.11907127,긍정,일반감성형
어우 비려서 버렸어요 돈아깝,1,0,3,-0.11482704,-1.8808161,부정,일반감성형
좋아용 부모님댁 설치했엉ㅅ,5,1,0,1.5696254,0.6734304,긍정,제품후기형
굳 여행가서 데울 필요 없이 밥에 비비기만 하면되니까 간편하고 좋아요 맛은 잘 모르겠어요....,5,1,3,2.2587776,0.2596787,긍정,일반감성형
재구매 저렴하게 원어민 수업 할 수 있어 좋아요,5,1,0,0.20922264,0.70737344,긍정,제품후기형
여기저기 다 뜯겨서옴 ㅠ,1,0,3,-0.7620408,-1.7845161,부정,일반감성형
주변에서 좋다해서 사봤는데 뽀득뽀득하고 좋네용,5,1,0,0.93373674,1.951058,긍정,제품후기형
일단 배송 빠르고 좋아요 머리 간지러웠는데 빨리 와서 좋았어요,5,1,2,-0.0744211,3.53414,긍정,배송중심
배송 참....일단 잘받았구요. 물건은 아직 사용해보질 않았네요.,2,0,3,0.3902886,0.053296745,부정,일반감성형
개별포장 되서 좋아요~~~,5,1,3,-0.43993816,-2.195043,긍정,일반감성형
아니 제품이 안와요 세달이 지났는데 대한통운이나 판매처나 다 모른척하고 너무하는거 아니에요. 전화하면 했을때만 알겠다고 말하고. 환불이라도 좀 해주시죠.,1,0,3,-0.16239314,-1.3363569,부정,일반감성형
덮는 겨울 이불 두 개 넣으니 딱 맞는 것 같아요. 너무 남지도 않고 모자라지도 않는 크기예요! 좋아요~,5,1,3,2.4915738,-1.5539128,긍정,일반감성형
만족합니다! 박스가 이쁘네요~,5,1,3,-0.8022877,1.6398793,긍정,일반감성형
설명서도없구 괜히 너무 커서 서랍에 안맞음...,2,0,3,2.1221182,-2.4737763,부정,일반감성형
저는 아직초보라 송곳을 어따써야될지 모르겟으나 송곳치고 예쁘네요,4,1,3,2.285329,-0.19621916,긍정,일반감성형
해동 하였더니 8 마리중 두마리는 머리쪽에서 냄새가 심해 버렸습니다 . 12만원 어치중 3만원어치 정도를 버린 셈이네요 . 애초부터 신선도 확인이 안된 것 같아요,1,0,3,0.41096848,-1.2345564,부정,일반감성형
꿀고구마라고 해서 샀는데 아무맛도 없네요 ㅠㅠ 포장도 잘되어서오고 상태도 좋은데 맛이 너무 없어요,1,0,0,-0.41483265,0.24373884,부정,제품후기형
배송 느림~;; 필드 나가서 쓸려고 주문했는데...다 지나고나서야 도착함 ㅠㅠ,2,0,0,-1.2516738,-1.9710584,부정,제품후기형
터져서 왔어요 청소하기 빡세요 누누저난 누녀 ㅑㅈ패쥬ㅐ뉴ㅐㅠ내ㅠ내ㅠ내ㅠ내유ㅐㅠ애애ㅠ내ㅠ내ㅐㅠ내ㅠ내ㅠㅐ내ㅠ뉴ㅐㅐㅠ내ㅠ뉴ㅐㅐㅠ눼네ㅠㅞ눼네,2,0,0,-2.1323519,-1.8957324,부정,제품후기형
저는 요거쓰고 젖꼭지가 예민해져서 쓰라리네요ㅠㅠ,1,0,3,-0.3984417,1.3460288,부정,일반감성형
모니터 hdmi 포트가 한개더 필요했는데 딱 좋습니다,5,1,3,1.0573494,1.5703068,긍정,일반감성형
가격도 괜찮고 여름에 좋아요!!,5,1,3,1.1387073,1.1987866,긍정,일반감성형
너무너무 좋아오 3번째 구매 입니다,5,1,0,0.053164035,2.186582,긍정,제품후기형
맛나요 매웠으면 조았을텐데 그래도 여름에 물말아먹기조아요 수고하세요 맛나요 항상 감사드립니다ㆍㆍㆍ,5,1,3,-0.8238964,1.9876841,긍정,일반감성형
너무 잘깨져요 바꿨어요...ㅠ,2,0,3,-1.0863765,-1.7665335,부정,일반감성형
향도좋고 부드럽고 매끈하니 겨울철 바디보습에 완전 좋아요ㆍ,5,1,3,0.43827093,1.7907475,긍정,일반감성형
사진처럼 이쁘죠... 추천해드릴 싶습니다..^^,5,1,3,0.7548553,0.9211696,긍정,일반감성형
차라리 h&m 추천 속옷 다 비치고.. 홈웨어니까 당연한건가? 그래도 집앞 마트는 갈 수 있어야 하는데 못가요 옷 갈아입고 가야함... 그리고 무엇보다 안 예뻐요 세탁 한번 했는데 실 다 풀려나오고 재질도 안 예쁜 재질이라... 이것 참 돈 버렸네요,2,0,3,1.2105892,-0.057765998,부정,일반감성형
재구매 색상이 안 맞아서 한 쪽 부분을 다시 받았는데 색이 전보다는 비슷한데 똑 같지는 않았습니다. 결론적으로 색이 다틀립니다. 같은 롤에서 제단을 하셔야 저 같은 불상사가 안생길것 같네요. 옥상에 잔디를 다시 뜯고 반품하기 어려워 그냥 씁니다.,1,0,0,0.16830242,-0.33959153,부정,제품후기형
배송을 3층으로 주라고 했는대 2층에다 가져다 놔서 한참을 찾았내요 배송이 개판이에요,1,0,0,-0.70962137,0.44482017,부정,제품후기형
이렇게 작은줄은몰랏네요,2,0,3,0.14635092,0.094350405,부정,일반감성형
너무 끈적거려요...풀 같아요...... 로션바르고 다시 씻겼어요........,1,0,3,1.2399226,-0.21337776,부정,일반감성형
